chromosome	CDS_start	CDS_end	new_end	Filter
UN	91265631	91266676	39164829	Not Valid
LG20	91265631	91266676	18534942	Not Valid
LGx	13229962	13256766	13231775	PASS
LG12	21054455	21086370	21080677	PASS
UN	91265631	91266676	77765976	Not Valid
LG6	91265631	91266676	2060951	Not Valid
UN	91265631	91266676	38999290	Not Valid
LG20	91265631	91266676	13618028	Not Valid
UN	91265631	91266676	54833924	Not Valid
LG14	3370362	3373289	3372382	PASS
LG1B	91265631	91266676	7000609	Not Valid
LG24	6567586	6597835	6597719	PASS
LG12	91265631	91266676	13891134	Not Valid
UN	91265631	91266676	28196892	Not Valid
UN	91265631	91266676	28902688	Not Valid
UN	91265631	91266676	80594046	Not Valid
LG4	91265631	91266676	8713365	Not Valid
LG16	12190012	12193359	12193332	PASS
LG13	91265631	91266676	22668988	Not Valid
UN	91265631	91266676	45536844	Not Valid
UN	91265631	91266676	2124803	Not Valid
LG10	20724835	20773406	20746819	PASS
LG1B	10292777	10331852	10294347	PASS
LG17	91265631	91266676	1268086	Not Valid
LG1B	91265631	91266676	11096670	Not Valid
LG1A	26726825	27091779	26760214	PASS
UN	91265631	91266676	65990461	Not Valid
UN	91265631	91266676	79738573	Not Valid
UN	91265631	91266676	47392028	Not Valid
LG2	91265631	91266676	11618571	Not Valid
LG4	18788836	18807355	18791975	PASS
LGx	13165620	13176273	13167065	PASS
LG17	14568620	14668663	14667573	PASS
UN	91265631	91266676	87113893	Not Valid
UN	77852457	77875085	77863821	PASS
UN	57304722	57309430	57304824	PASS
LG15	91265631	91266676	14237302	Not Valid
LG22-25	91265631	91266676	1964016	Not Valid
LG20	91265631	91266676	14446534	Not Valid
LG3	2781338	3092850	2941231	PASS
UN	91265631	91266676	28307158	Not Valid
UN	82462256	82463132	82463071	PASS
LG6	4767246	4822143	4821255	PASS
UN	68429728	68589495	68544854	PASS
LG7	26887171	26919099	26905437	PASS
LG17	12607454	12612739	12610304	PASS
LG10	91265631	91266676	15891727	Not Valid
UN	87164515	87227095	87215706	PASS
LG22-25	91265631	91266676	25422031	Not Valid
LG7	10959819	10968550	10967931	PASS
UN	91265631	91266676	93593796	Not Valid
UN	91265631	91266676	93150517	Not Valid
LG12	91265631	91266676	10465447	Not Valid
LG18-21	91265631	91266676	8169959	Not Valid
LG19	91265631	91266676	2680170	Not Valid
UN	91265631	91266676	10194431	Not Valid
LG1B	91265631	91266676	12659549	Not Valid
LG2	21198046	21292036	21268706	PASS
UN	39287228	39298048	39291739	PASS
LG13	91265631	91266676	25387204	Not Valid
UN	91265631	91266676	3065936	Not Valid
LG14	91265631	91266676	21212417	Not Valid
LG8	91265631	91266676	23017643	Not Valid
LG2	13003374	13037153	13016933	PASS
LG8	91265631	91266676	21903147	Not Valid
LG12	20063541	20094762	20077026	PASS
UN	91265631	91266676	62237442	Not Valid
UN	36475153	36478194	36478155	PASS
UN	87095912	87108612	87107336	PASS
LG13	91265631	91266676	766034	Not Valid
LG14	18319317	18329328	18327552	PASS
UN	91265631	91266676	38925323	Not Valid
LGx	91265631	91266676	528725	Not Valid
LG24	91265631	91266676	12277150	Not Valid
UN	6705450	6728091	6722166	PASS
LG6	91265631	91266676	21429051	Not Valid
LG1A	23138713	23151630	23140801	PASS
LG17	91265631	91266676	18204816	Not Valid
LG11	15564271	15575453	15572996	PASS
UN	91265631	91266676	61400562	Not Valid
LG12	91265631	91266676	14192284	Not Valid
LG1B	12363581	12368039	12363886	PASS
LG16	91265631	91266676	19901674	Not Valid
UN	66219236	66415805	66299397	PASS
LG5	91265631	91266676	7001153	Not Valid
LG16	91265631	91266676	15697838	Not Valid
LG24	2733920	2745082	2734275	PASS
LG1B	91265631	91266676	6149012	Not Valid
LG10	5042492	5071483	5043896	PASS
UN	87903495	87905351	87904753	PASS
LG11	25527997	25534482	25530732	PASS
LG14	17737096	17740357	17739825	PASS
LG17	91265631	91266676	7249651	Not Valid
LG19	7780974	7782389	7781279	PASS
LG22-25	12050546	12085157	12062583	PASS
UN	91265631	91266676	31166402	Not Valid
LG8	91265631	91266676	1061639	Not Valid
LG5	91265631	91266676	8013001	Not Valid
UN	91265631	91266676	42899139	Not Valid
LG8	7612831	7616139	7614379	PASS
LG20	91265631	91266676	4194430	Not Valid
LG13	91265631	91266676	14369378	Not Valid
LG4	91265631	91266676	1642558	Not Valid
LG13	2054123	2132538	2070801	PASS
LG6	91265631	91266676	19649702	Not Valid
UN	91265631	91266676	65729862	Not Valid
UN	91265631	91266676	33626686	Not Valid
LG16	8011480	8018938	8011719	PASS
LG1B	91265631	91266676	17839885	Not Valid
UN	91265631	91266676	25096667	Not Valid
UN	20768198	20772554	20769042	PASS
LG22-25	18531925	18568702	18567328	PASS
UN	91265631	91266676	37816162	Not Valid
LG8	91265631	91266676	11997409	Not Valid
LG22-25	91265631	91266676	19103988	Not Valid
UN	91265631	91266676	3772008	Not Valid
UN	82988197	83021626	83000822	PASS
UN	91265631	91266676	7994562	Not Valid
LG11	91265631	91266676	12037491	Not Valid
LG13	21864886	21870127	21864932	PASS
LG24	91265631	91266676	11964278	Not Valid
UN	91265631	91266676	63927716	Not Valid
LG5	91265631	91266676	2652442	Not Valid
LG6	91265631	91266676	26785714	Not Valid
LG12	9517178	9620294	9518209	PASS
UN	16166231	16459472	16239702	PASS
LG8	91265631	91266676	9025610	Not Valid
LGx	6629476	6721385	6720390	PASS
LG12	91265631	91266676	2268150	Not Valid
UN	37106320	37362306	37348537	PASS
LG24	10925723	10969498	10967419	PASS
LG1B	15736056	15760938	15741651	PASS
UN	18003401	18026090	18016550	PASS
LGx	16309785	16311941	16309883	PASS
LG1A	91265631	91266676	24036462	Not Valid
LG8	91265631	91266676	13210450	Not Valid
LG16	91265631	91266676	10202497	Not Valid
UN	48632685	48634430	48634214	PASS
LG17	91265631	91266676	7430946	Not Valid
UN	80563961	80594043	80573829	PASS
LG13	2153516	2157550	2155246	PASS
LG10	91265631	91266676	6983324	Not Valid
LG20	8113975	8118827	8118511	PASS
UN	91265631	91266676	1641759	Not Valid
LG13	91265631	91266676	16558349	Not Valid
UN	37786639	37805518	37801158	PASS
LG16	91265631	91266676	11494571	Not Valid
LG20	91265631	91266676	24285234	Not Valid
LG18-21	16034968	16037218	16036476	PASS
UN	80913845	80915478	80913864	PASS
LG1A	19770941	19822921	19809002	PASS
UN	91265631	91266676	42179200	Not Valid
UN	91265631	91266676	7939150	Not Valid
UN	43553358	43582182	43570882	PASS
UN	91265631	91266676	3041070	Not Valid
UN	83775129	83784321	83775191	PASS
LG8	91265631	91266676	12948275	Not Valid
LG5	91265631	91266676	6643773	Not Valid
LG4	17794559	17800623	17795246	PASS
LG3	12977767	12999879	12999780	PASS
LG16	91265631	91266676	19113272	Not Valid
LG5	91265631	91266676	20661155	Not Valid
LG12	19339237	19373872	19360058	PASS
UN	38415818	38629962	38453796	PASS
LG2	91265631	91266676	15518089	Not Valid
UN	91265631	91266676	57698327	Not Valid
LG8	91265631	91266676	18511172	Not Valid
UN	6630278	6649379	6632699	PASS
LG17	91265631	91266676	15465940	Not Valid
LG11	91265631	91266676	23158089	Not Valid
UN	91265631	91266676	35195184	Not Valid
LG12	91265631	91266676	11232879	Not Valid
LG18-21	13091956	13095290	13092986	PASS
LG1A	26726825	27091779	26735604	PASS
LG8	91265631	91266676	3048131	Not Valid
UN	91265631	91266676	36674018	Not Valid
LG22-25	2686599	2692310	2688074	PASS
LG10	10795099	10809491	10808673	PASS
UN	91265631	91266676	10338059	Not Valid
LG19	91265631	91266676	17690433	Not Valid
UN	91265631	91266676	79848306	Not Valid
LG5	91265631	91266676	17308560	Not Valid
LG18-21	91265631	91266676	13311737	Not Valid
LG1A	7545113	7570491	7546309	PASS
LG6	9496090	9500834	9498742	PASS
UN	81152639	81374355	81255637	PASS
UN	91265631	91266676	7306175	Not Valid
LG6	91265631	91266676	1907138	Not Valid
LG9	91265631	91266676	13743894	Not Valid
LG12	11195646	11208782	11198742	PASS
UN	31129052	31138855	31130845	PASS
LG22-25	8356886	8361049	8357870	PASS
LG2	4101224	4102721	4102589	PASS
UN	91265631	91266676	64995115	Not Valid
LG4	13307669	13318075	13317961	PASS
LG3	91265631	91266676	5394250	Not Valid
LG5	91265631	91266676	26637657	Not Valid
UN	55870559	56098613	55991265	PASS
LG12	91265631	91266676	1897467	Not Valid
LG1A	9552652	9654960	9558895	PASS
UN	91265631	91266676	68226861	Not Valid
UN	95294950	95299284	95296863	PASS
UN	91265631	91266676	80775145	Not Valid
UN	91265631	91266676	46334295	Not Valid
UN	91265631	91266676	61295013	Not Valid
LG1B	91265631	91266676	2933895	Not Valid
UN	91265631	91266676	72780994	Not Valid
LG10	12538431	12546674	12539038	PASS
LG19	15249782	15251470	15250556	PASS
UN	84221305	84255765	84221945	PASS
LG13	91265631	91266676	24690917	Not Valid
LG20	91265631	91266676	2531495	Not Valid
UN	91265631	91266676	86726498	Not Valid
UN	91265631	91266676	70365546	Not Valid
LG1A	91265631	91266676	10354996	Not Valid
LG11	23143396	23152753	23149719	PASS
LGx	91265631	91266676	11301519	Not Valid
LG22-25	91265631	91266676	25536022	Not Valid
LG10	91265631	91266676	17321302	Not Valid
LG1B	91265631	91266676	9403186	Not Valid
UN	91265631	91266676	94586299	Not Valid
UN	91265631	91266676	68042197	Not Valid
LG14	91265631	91266676	9878201	Not Valid
LG9	91265631	91266676	524243	Not Valid
LG8	91265631	91266676	9428503	Not Valid
LG22-25	91265631	91266676	16923799	Not Valid
UN	91265631	91266676	10650131	Not Valid
LG4	91265631	91266676	19183511	Not Valid
LG1B	1028968	1058437	1032898	PASS
UN	33066784	33294941	33153299	PASS
UN	91265631	91266676	8744784	Not Valid
LG10	21890749	21914013	21911782	PASS
LG7	91265631	91266676	3202910	Not Valid
LG4	91265631	91266676	8398232	Not Valid
LG7	1590309	1601655	1590484	PASS
UN	91265631	91266676	87279985	Not Valid
LG7	91265631	91266676	1155903	Not Valid
LG10	13092593	13117256	13116460	PASS
LG18-21	10905069	10988186	10965038	PASS
UN	64008041	64032124	64018496	PASS
LG17	91265631	91266676	15870591	Not Valid
LG20	91265631	91266676	16228876	Not Valid
LG24	11974022	11981805	11976637	PASS
LG10	5365399	5374177	5374125	PASS
LG12	5886753	5888104	5887730	PASS
UN	91265631	91266676	8911017	Not Valid
UN	91265631	91266676	26039737	Not Valid
LG18-21	5841625	5848927	5847788	PASS
LG6	91265631	91266676	12121715	Not Valid
LG7	91265631	91266676	26134268	Not Valid
UN	91265631	91266676	94000998	Not Valid
LG17	6357706	6361102	6361066	PASS
LG7	20746807	20948267	20826774	PASS
LG13	91265631	91266676	9238848	Not Valid
LG7	91265631	91266676	20217133	Not Valid
UN	91265631	91266676	10653595	Not Valid
UN	91265631	91266676	3055302	Not Valid
UN	1975497	1981174	1980819	PASS
UN	91265631	91266676	46866425	Not Valid
LG2	570693	573797	570826	PASS
LG6	8270097	8281808	8276035	PASS
LG1B	16326857	16332143	16327518	PASS
UN	91265631	91266676	44120513	Not Valid
LG20	91265631	91266676	26339296	Not Valid
LG13	91265631	91266676	506789	Not Valid
LG5	29201984	29203868	29202016	PASS
LG12	91265631	91266676	10353642	Not Valid
LG22-25	91265631	91266676	25518588	Not Valid
UN	91265631	91266676	95433773	Not Valid
LG6	91265631	91266676	19065929	Not Valid
LG2	7624739	7627861	7627256	PASS
LG8	91265631	91266676	8956431	Not Valid
LG11	10087198	10100144	10094553	PASS
LG6	91265631	91266676	12988483	Not Valid
LG4	23627202	23638550	23636688	PASS
UN	91265631	91266676	94882107	Not Valid
LG13	27322743	27326348	27325680	PASS
LG16	91265631	91266676	25701538	Not Valid
LG2	91265631	91266676	14514263	Not Valid
LG8	7559064	7565864	7562887	PASS
LG20	1640182	1663303	1645964	PASS
UN	34057497	34061371	34059076	PASS
LGx	91265631	91266676	8033770	Not Valid
LG1A	91265631	91266676	15290247	Not Valid
LG15	91265631	91266676	21102088	Not Valid
LG19	91265631	91266676	3996800	Not Valid
UN	91265631	91266676	68831438	Not Valid
LG14	91265631	91266676	6603711	Not Valid
LG8	91265631	91266676	18536528	Not Valid
LG14	14183052	14185502	14184739	PASS
LG1B	91265631	91266676	16308614	Not Valid
LG14	91265631	91266676	18264109	Not Valid
LG24	10068077	10070681	10070437	PASS
LG2	91265631	91266676	14599432	Not Valid
LG22-25	91265631	91266676	8067543	Not Valid
LG7	91265631	91266676	8137990	Not Valid
LG1A	91265631	91266676	27467049	Not Valid
LG1A	9673	76085	41269	PASS
LG4	10483054	10555532	10507007	PASS
LG1B	12425972	12432697	12428186	PASS
LG20	14045446	14047984	14045601	PASS
LG14	91265631	91266676	12097523	Not Valid
LG22-25	91265631	91266676	15167961	Not Valid
LG20	11437428	11453770	11452865	PASS
UN	91265631	91266676	38718796	Not Valid
UN	91265631	91266676	93258727	Not Valid
UN	952855	959782	956816	PASS
LG1A	91265631	91266676	18885351	Not Valid
LG1A	3375405	3396291	3395522	PASS
LG22-25	209177	213078	212189	PASS
LG1B	91265631	91266676	15580215	Not Valid
UN	36521457	36529384	36528997	PASS
LG4	24996505	25303606	25151588	PASS
UN	89908586	89911280	89910232	PASS
LG3	91265631	91266676	4266309	Not Valid
UN	91265631	91266676	69100425	Not Valid
UN	91265631	91266676	62002968	Not Valid
UN	68967395	68984464	68981242	PASS
LGx	4773915	4836792	4836236	PASS
LG15	91265631	91266676	8527580	Not Valid
UN	91265631	91266676	90667586	Not Valid
LG22-25	19441186	19444094	19442360	PASS
LG1A	1474469	1709662	1681083	PASS
LG20	91265631	91266676	9089817	Not Valid
LG9	91265631	91266676	1180292	Not Valid
LG5	91265631	91266676	28188757	Not Valid
LG1B	6943665	6953614	6953156	PASS
LG5	91265631	91266676	5644357	Not Valid
LG5	91265631	91266676	20473907	Not Valid
LG8	91265631	91266676	6155043	Not Valid
LG10	14458131	14507553	14458868	PASS
LG5	20026848	20060211	20058973	PASS
LG16	91265631	91266676	6838007	Not Valid
UN	55870559	56098613	55900880	PASS
UN	65743896	65747810	65747784	PASS
UN	91265631	91266676	17348542	Not Valid
LG24	5883959	5938450	5894687	PASS
UN	91265631	91266676	57032436	Not Valid
UN	91265631	91266676	49449211	Not Valid
LG22-25	8912653	8931705	8917102	PASS
UN	73916964	74186505	73935121	PASS
UN	91265631	91266676	50280826	Not Valid
LG2	91265631	91266676	23391359	Not Valid
UN	91265631	91266676	66560745	Not Valid
LG2	91265631	91266676	10336976	Not Valid
UN	91265631	91266676	62089145	Not Valid
LG10	91265631	91266676	8303969	Not Valid
UN	91265631	91266676	49935249	Not Valid
LG15	91265631	91266676	19261991	Not Valid
LG6	23247331	23249901	23249091	PASS
LG6	14133019	14149009	14133991	PASS
UN	91265631	91266676	76463541	Not Valid
LG19	91265631	91266676	16988302	Not Valid
LG12	91265631	91266676	9505569	Not Valid
LG19	91265631	91266676	17356058	Not Valid
LG16	15353874	15359221	15358391	PASS
LG3	12411754	12415040	12413568	PASS
LG2	91265631	91266676	13365327	Not Valid
UN	91265631	91266676	1665865	Not Valid
LG6	91265631	91266676	13188290	Not Valid
UN	91265631	91266676	9173959	Not Valid
LG8	91265631	91266676	16092240	Not Valid
LG10	91265631	91266676	15963722	Not Valid
LG6	91265631	91266676	20634335	Not Valid
LG17	10878375	10917268	10913015	PASS
LG1B	91265631	91266676	17223458	Not Valid
LG2	91265631	91266676	11043105	Not Valid
LG19	91265631	91266676	22765104	Not Valid
LG22-25	91265631	91266676	15140677	Not Valid
UN	91265631	91266676	92984939	Not Valid
LG13	91265631	91266676	18898318	Not Valid
LG16	13492962	13505223	13504421	PASS
LG19	91265631	91266676	4254977	Not Valid
LG22-25	14208508	14333967	14332782	PASS
UN	73902072	73930203	73917366	PASS
LGx	91265631	91266676	4229912	Not Valid
LG7	91265631	91266676	9541575	Not Valid
LG1A	9552652	9654960	9581920	PASS
LG17	91265631	91266676	22702850	Not Valid
LG8	11279193	11281304	11280940	PASS
LG17	21975375	21979849	21979704	PASS
LG1A	26726825	27091779	26728182	PASS
UN	91265631	91266676	30134232	Not Valid
LG9	3007547	3021488	3009158	PASS
UN	91265631	91266676	62869473	Not Valid
LG20	91265631	91266676	1198005	Not Valid
LG14	91265631	91266676	15834787	Not Valid
UN	91265631	91266676	50009781	Not Valid
UN	91265631	91266676	42703958	Not Valid
LG9	91265631	91266676	2208076	Not Valid
UN	93461113	93464431	93463221	PASS
UN	91265631	91266676	82870049	Not Valid
LG14	91265631	91266676	15225042	Not Valid
UN	91265631	91266676	3345783	Not Valid
LG19	91265631	91266676	10738941	Not Valid
LG11	91265631	91266676	19097317	Not Valid
LG7	15597937	15602066	15600740	PASS
UN	91265631	91266676	80104566	Not Valid
LGx	14357369	14397603	14396302	PASS
LG6	91265631	91266676	15065742	Not Valid
UN	91265631	91266676	17119441	Not Valid
UN	91265631	91266676	80145350	Not Valid
LG17	91265631	91266676	15945475	Not Valid
LG3	4985149	5004822	5002989	PASS
LG14	91265631	91266676	22617234	Not Valid
LG20	91265631	91266676	2071592	Not Valid
UN	91265631	91266676	4201419	Not Valid
LG8	91265631	91266676	3617818	Not Valid
UN	33066784	33294941	33084612	PASS
LG20	18041296	18292859	18137731	PASS
LG3	12163676	12172189	12170764	PASS
UN	91265631	91266676	28206767	Not Valid
LG8	16130066	16130631	16130178	PASS
LG3	91265631	91266676	7242826	Not Valid
LG13	20530733	20540552	20538842	PASS
UN	91265631	91266676	36955421	Not Valid
UN	91265631	91266676	83615739	Not Valid
UN	91265631	91266676	93812799	Not Valid
UN	91265631	91266676	2855604	Not Valid
LG13	91265631	91266676	17364286	Not Valid
LG2	91265631	91266676	23382666	Not Valid
LG1B	5234489	5272789	5236196	PASS
UN	91265631	91266676	85257781	Not Valid
LG8	91265631	91266676	9782893	Not Valid
UN	91265631	91266676	94562076	Not Valid
UN	91265631	91266676	69355524	Not Valid
LG17	14222251	14228336	14227718	PASS
LG1B	91265631	91266676	14113762	Not Valid
LG8	7873571	7878153	7876586	PASS
LG20	12832657	12835831	12834801	PASS
UN	76513009	76516294	76515877	PASS
LG20	91265631	91266676	2764535	Not Valid
LG15	91265631	91266676	23173844	Not Valid
LG8	91265631	91266676	4434277	Not Valid
LG13	91265631	91266676	19253831	Not Valid
LG5	7951080	7999188	7998499	PASS
LG11	91265631	91266676	11005616	Not Valid
LG16	91265631	91266676	25690574	Not Valid
LG9	22327258	22337504	22332997	PASS
LG5	91265631	91266676	31486774	Not Valid
UN	91265631	91266676	93254416	Not Valid
LG10	11803407	11809283	11807761	PASS
LG22-25	1511947	1529460	1524378	PASS
LG3	91265631	91266676	658922	Not Valid
UN	91265631	91266676	17171067	Not Valid
UN	71843597	71847779	71847720	PASS
UN	91265631	91266676	42305576	Not Valid
UN	91265631	91266676	10351457	Not Valid
LGx	91265631	91266676	3986796	Not Valid
UN	91272786	91293961	91293739	PASS
UN	72135460	72262383	72160657	PASS
UN	91265631	91266676	67061493	Not Valid
LG20	5567102	5594814	5567849	PASS
LG5	3344963	3370191	3347992	PASS
UN	91265631	91266676	49074685	Not Valid
LG2	91265631	91266676	12771457	Not Valid
LG10	22886394	22926595	22887507	PASS
LG11	9254802	9261360	9256324	PASS
LG18-21	91265631	91266676	13633126	Not Valid
UN	1122305	1127610	1126820	PASS
LG7	23427665	23445721	23445033	PASS
LG12	7164002	7178341	7177100	PASS
UN	91265631	91266676	58938139	Not Valid
LG20	91265631	91266676	23250502	Not Valid
LG20	4737884	4749140	4738797	PASS
LG4	24814930	24818330	24817413	PASS
UN	91265631	91266676	66726335	Not Valid
LG4	91265631	91266676	20749735	Not Valid
LG11	2381603	2382673	2382280	PASS
UN	91265631	91266676	4416262	Not Valid
LG13	18892567	18896636	18892983	PASS
LG22-25	2144797	2150226	2148380	PASS
LG14	593728	618670	614439	PASS
LG10	20724835	20773406	20728197	PASS
UN	57388029	57628086	57561724	PASS
LG4	13656618	13685347	13671247	PASS
LG5	91265631	91266676	6974347	Not Valid
LG15	91265631	91266676	16073708	Not Valid
LG17	91265631	91266676	18260497	Not Valid
LG12	8085399	8118048	8102391	PASS
UN	91265631	91266676	8027997	Not Valid
LG20	1327375	1371099	1347292	PASS
UN	64428886	64461746	64430350	PASS
LGx	9998946	10084438	10053543	PASS
LG15	91265631	91266676	21908132	Not Valid
UN	19254972	19278611	19276311	PASS
LG22-25	91265631	91266676	16318188	Not Valid
UN	37930161	37931522	37930598	PASS
LG22-25	91265631	91266676	13683987	Not Valid
LG10	4162524	4232729	4184528	PASS
UN	32091380	32094597	32092915	PASS
LG4	2503024	2513154	2504180	PASS
LG24	91265631	91266676	3375539	Not Valid
UN	91265631	91266676	76421799	Not Valid
LGx	7317875	7321391	7320500	PASS
UN	91265631	91266676	54542902	Not Valid
UN	91265631	91266676	5768974	Not Valid
LG9	91265631	91266676	18454950	Not Valid
LG8	91265631	91266676	7721088	Not Valid
LG4	91265631	91266676	24699808	Not Valid
LG16	3894717	3895197	3894998	PASS
LG6	91265631	91266676	189662	Not Valid
UN	91265631	91266676	84318947	Not Valid
UN	91265631	91266676	19005951	Not Valid
LG7	24628116	24654075	24632681	PASS
UN	19735097	19740078	19736715	PASS
UN	91265631	91266676	68784153	Not Valid
LG12	16673347	16685919	16679631	PASS
LG15	91265631	91266676	20652372	Not Valid
UN	91265631	91266676	78381031	Not Valid
LG14	4366979	4380505	4377222	PASS
LG22-25	5619935	5631044	5620306	PASS
UN	91265631	91266676	17439054	Not Valid
UN	91265631	91266676	2939384	Not Valid
LG8	319565	339911	335793	PASS
LG22-25	91265631	91266676	19096117	Not Valid
LG4	91265631	91266676	16793897	Not Valid
UN	91265631	91266676	33643578	Not Valid
LG1A	8559686	8573682	8561443	PASS
LG11	24636921	24657533	24657513	PASS
LG22-25	91265631	91266676	4657990	Not Valid
LG5	91265631	91266676	20528720	Not Valid
LG19	13702119	13713344	13712837	PASS
LG15	91265631	91266676	11259164	Not Valid
LG7	91265631	91266676	21857555	Not Valid
LG19	3893654	3901119	3900462	PASS
LG11	91265631	91266676	5737734	Not Valid
LG14	91265631	91266676	10291075	Not Valid
UN	29378016	29384705	29384565	PASS
LG17	91265631	91266676	15087822	Not Valid
LG22-25	91265631	91266676	22379004	Not Valid
LG18-21	91265631	91266676	3789527	Not Valid
LG6	91265631	91266676	11329395	Not Valid
LG4	91265631	91266676	13503701	Not Valid
LG10	91265631	91266676	9309162	Not Valid
LG24	6500049	6504864	6501905	PASS
LG22-25	91265631	91266676	16421090	Not Valid
LG1A	5103685	5222477	5106203	PASS
UN	91265631	91266676	88298435	Not Valid
UN	91265631	91266676	1835442	Not Valid
UN	26597691	26663047	26618653	PASS
UN	91265631	91266676	30829034	Not Valid
UN	49756171	49787646	49787550	PASS
LG15	91265631	91266676	18057779	Not Valid
UN	91265631	91266676	50473638	Not Valid
LG24	91265631	91266676	4520518	Not Valid
UN	91265631	91266676	506497	Not Valid
UN	38415818	38629962	38530725	PASS
UN	91265631	91266676	41995305	Not Valid
LG1A	91265631	91266676	18875454	Not Valid
LG12	91265631	91266676	16720236	Not Valid
LG20	5231424	5240206	5232966	PASS
LG15	91265631	91266676	15078420	Not Valid
UN	56459201	56465181	56459693	PASS
LG8	91265631	91266676	1086782	Not Valid
LG1A	15839038	15889675	15854721	PASS
UN	17451781	17453133	17452693	PASS
UN	44038364	44046343	44042411	PASS
LG11	26119700	26139845	26134654	PASS
LG2	91265631	91266676	23106035	Not Valid
LG14	3252876	3262241	3253117	PASS
LG1B	6026657	6031551	6029525	PASS
LG11	91265631	91266676	11287055	Not Valid
UN	15717983	16167386	15820916	PASS
LG12	91265631	91266676	16447758	Not Valid
UN	57388029	57628086	57454138	PASS
LG8	91265631	91266676	5866690	Not Valid
LG7	91265631	91266676	5493791	Not Valid
LG17	19588918	19831786	19710292	PASS
UN	75392475	75483737	75400830	PASS
UN	91265631	91266676	89033290	Not Valid
UN	91265631	91266676	37393872	Not Valid
LG1A	91265631	91266676	23291447	Not Valid
LG12	2886567	2901391	2895138	PASS
LG20	24009097	24017460	24013482	PASS
UN	91265631	91266676	57848472	Not Valid
LG2	91265631	91266676	2573130	Not Valid
LG7	6035501	6065801	6054991	PASS
LG10	91265631	91266676	7165902	Not Valid
UN	43787489	43795808	43792901	PASS
UN	70547414	70621848	70613532	PASS
LG14	18196447	18216579	18196623	PASS
LG7	91265631	91266676	28474405	Not Valid
LG14	91265631	91266676	8543197	Not Valid
UN	91265631	91266676	24723492	Not Valid
UN	30150290	30153604	30152324	PASS
UN	44631638	44633041	44633010	PASS
LG5	13579664	13584233	13580204	PASS
LG24	91265631	91266676	3353580	Not Valid
UN	80522040	80529562	80526784	PASS
LG8	1191113	1203154	1198725	PASS
LG5	91265631	91266676	30919600	Not Valid
LG22-25	91265631	91266676	15746510	Not Valid
LG4	19467738	19503423	19502773	PASS
UN	91265631	91266676	3750964	Not Valid
LG6	91265631	91266676	22710840	Not Valid
LG12	91265631	91266676	10686971	Not Valid
LG2	91265631	91266676	10862205	Not Valid
UN	53293697	53309973	53294742	PASS
LGx	91265631	91266676	965893	Not Valid
UN	91265631	91266676	93728556	Not Valid
UN	91265631	91266676	25139722	Not Valid
LG5	30795197	30815101	30813299	PASS
UN	91265631	91266676	71386129	Not Valid
LG13	10015260	10026158	10016633	PASS
LG20	91265631	91266676	15356313	Not Valid
LG16	17450958	17454025	17452433	PASS
LG17	91265631	91266676	7073544	Not Valid
UN	91265631	91266676	79611646	Not Valid
LG1B	4310282	4332495	4332288	PASS
LG9	16891083	16892902	16891291	PASS
LG2	8975817	8977773	8976945	PASS
LG20	91265631	91266676	8899504	Not Valid
LG5	22577849	22597558	22596581	PASS
LG7	8565735	8567429	8566608	PASS
LG6	627735	628747	628669	PASS
LG22-25	91265631	91266676	4786293	Not Valid
LG8	91265631	91266676	20808350	Not Valid
LG20	91265631	91266676	27774363	Not Valid
LG5	17406616	17507254	17459737	PASS
LG2	159421	352152	195548	PASS
LG1A	25681024	25708969	25708662	PASS
LG6	91265631	91266676	3067548	Not Valid
LG5	91265631	91266676	16987500	Not Valid
UN	31114613	31123417	31114722	PASS
UN	91265631	91266676	88189822	Not Valid
LG9	13344935	13354741	13346919	PASS
UN	45724443	45739070	45727030	PASS
UN	91265631	91266676	80349462	Not Valid
LG11	91265631	91266676	388501	Not Valid
LG8	91265631	91266676	17873163	Not Valid
UN	34804974	34819636	34813482	PASS
UN	91265631	91266676	3430444	Not Valid
LG19	4651008	4655793	4655467	PASS
LG8	91265631	91266676	6067988	Not Valid
UN	91265631	91266676	95011173	Not Valid
LG1A	91265631	91266676	15328073	Not Valid
LG2	91265631	91266676	5344517	Not Valid
LG13	5535050	5591301	5536802	PASS
UN	91265631	91266676	50896731	Not Valid
LG17	9351938	9362468	9361873	PASS
LG9	91265631	91266676	18242302	Not Valid
UN	91265631	91266676	69575025	Not Valid
LG22-25	91265631	91266676	26096524	Not Valid
LG1B	91265631	91266676	8072706	Not Valid
LG13	9274224	9346702	9341992	PASS
LG22-25	4742045	4755305	4752838	PASS
LG2	91265631	91266676	7839960	Not Valid
LG20	8841110	8846920	8845547	PASS
LG14	7737034	7936290	7934776	PASS
LG19	91265631	91266676	854352	Not Valid
UN	91265631	91266676	58840461	Not Valid
LG20	91265631	91266676	2781380	Not Valid
LG3	277477	284328	284090	PASS
UN	49045881	49074682	49071044	PASS
LG1B	17000352	17030358	17030019	PASS
LG4	17704958	17708349	17707954	PASS
UN	91265631	91266676	25965037	Not Valid
LG22-25	91265631	91266676	20581376	Not Valid
LG1A	1474469	1709662	1609082	PASS
UN	91265631	91266676	75205349	Not Valid
LG1A	91265631	91266676	22660229	Not Valid
LG15	91265631	91266676	24482626	Not Valid
LG2	8485798	8494073	8492594	PASS
LG5	91265631	91266676	19590625	Not Valid
