     chromosome |       old_start |         old_end |       new_start |         new_end |           codon  |      Length add  | brin 
            LG7 |         4912691 |         4912693 |         4912694 |         4912696 |             TGA  |               3  |  +
           LG11 |        15408541 |        15408543 |        15408622 |        15408624 |             TGA  |              81  |  +
           LG14 |        13818452 |        13818454 |        13818448 |        13818450 |             TAA  |               2  |  -
             UN |        16167384 |        16167386 |        16167387 |        16167389 |             TGA  |               3  |  +
             UN |        48934772 |        48934774 |        48934768 |        48934770 |             TAA  |               2  |  -
            LG7 |        21331922 |        21331924 |        21331918 |        21331920 |             TAA  |               2  |  -
           LG11 |        23176254 |        23176256 |        23176257 |        23176259 |             TGA  |               3  |  +
           LG16 |        17517043 |        17517045 |        17517046 |        17517048 |             TAG  |               3  |  +
           LG13 |        25487671 |        25487673 |        25487667 |        25487669 |             TGA  |               2  |  -
           LG10 |         2510407 |         2510409 |         2510403 |         2510405 |             TGA  |               2  |  -
             UN |        43795806 |        43795808 |        43795809 |        43795811 |             TAA  |               3  |  +
            LG2 |         5428677 |         5428679 |         5428673 |         5428675 |             TAA  |               2  |  -
            LG8 |         3622297 |         3622299 |         3622300 |         3622302 |             TGA  |               3  |  +
            LG7 |         1865818 |         1865820 |         1865814 |         1865816 |             TGA  |               2  |  -
             UN |        23456093 |        23456095 |        23456096 |        23456098 |             TGA  |               3  |  +
           LG16 |         4232894 |         4232896 |         4232890 |         4232892 |             TAA  |               2  |  -
           LG19 |        10884666 |        10884668 |        10884720 |        10884722 |             TGA  |              54  |  +
            LG3 |         6299215 |         6299217 |         6299218 |         6299220 |             TAA  |               3  |  +
           LG16 |        25325157 |        25325159 |        25325166 |        25325168 |             TAA  |               9  |  +
            LG5 |        30321608 |        30321610 |        30321746 |        30321748 |             TGA  |             138  |  +
            LG4 |         9513808 |         9513810 |         9513811 |         9513813 |             TAA  |               3  |  +
            LG5 |        20576689 |        20576691 |        20576692 |        20576694 |             TAA  |               3  |  +
             UN |        23718495 |        23718497 |        23717807 |        23717809 |             TAA  |             686  |  -
           LG14 |        18754284 |        18754286 |        18754280 |        18754282 |             TAA  |               2  |  -
             UN |        47280674 |        47280676 |        47280677 |        47280679 |             TGA  |               3  |  +
        LG22-25 |         3866901 |         3866903 |         3866897 |         3866899 |             TAG  |               2  |  -
        LG18-21 |        12801566 |        12801568 |        12801562 |        12801564 |             TGA  |               2  |  -
           LG15 |        12255452 |        12255454 |        12255448 |        12255450 |             TGA  |               2  |  -
             UN |        63588614 |        63588616 |        63588617 |        63588619 |             TAG  |               3  |  +
           LG20 |        15852608 |        15852610 |        15852517 |        15852519 |             TAA  |              89  |  -
           LG16 |        12278515 |        12278517 |        12278518 |        12278520 |             TGA  |               3  |  +
           LG19 |        12920688 |        12920690 |        12920684 |        12920686 |             TAA  |               2  |  -
        LG18-21 |        16041212 |        16041214 |        16041215 |        16041217 |             TGA  |               3  |  +
             UN |         2856888 |         2856890 |         2856891 |         2856893 |             TAA  |               3  |  +
           LG14 |        20881976 |        20881978 |        20881979 |        20881981 |             TAA  |               3  |  +
           LG19 |        10011191 |        10011193 |        10011194 |        10011196 |             TGA  |               3  |  +
            LG7 |        27692924 |        27692926 |        27692927 |        27692929 |             TAG  |               3  |  +
           LG19 |         4339561 |         4339563 |         4339564 |         4339566 |             TGA  |               3  |  +
           LG19 |        22080370 |        22080372 |        22080373 |        22080375 |             TGA  |               3  |  +
           LG20 |        19872675 |        19872677 |        19872671 |        19872673 |             TAG  |               2  |  -
           LG16 |         2048215 |         2048217 |         2048218 |         2048220 |             TGA  |               3  |  +
            LG7 |        15625306 |        15625308 |        15625309 |        15625311 |             TAG  |               3  |  +
           LG20 |        27554119 |        27554121 |        27554122 |        27554124 |             TAG  |               3  |  +
           LG10 |        10076385 |        10076387 |        10076381 |        10076383 |             TAG  |               2  |  -
             UN |        41328578 |        41328580 |        41328574 |        41328576 |             TAG  |               2  |  -
             UN |        57374862 |        57374864 |        57374865 |        57374867 |             TAA  |               3  |  +
           LG20 |        16989230 |        16989232 |        16989226 |        16989228 |             TAG  |               2  |  -
             UN |         9886197 |         9886199 |         9886193 |         9886195 |             TAA  |               2  |  -
           LG24 |        11820231 |        11820233 |        11820227 |        11820229 |             TAA  |               2  |  -
           LG1B |         3153228 |         3153230 |         3153231 |         3153233 |             TAA  |               3  |  +
             UN |         2046609 |         2046611 |         2045951 |         2045953 |             TGA  |             656  |  -
           LG16 |        22623894 |        22623896 |        22623897 |        22623899 |             TGA  |               3  |  +
             UN |        93188510 |        93188512 |        93188506 |        93188508 |             TAA  |               2  |  -
             UN |        71074167 |        71074169 |        71074151 |        71074153 |             TGA  |              14  |  -
            LG8 |        12654865 |        12654867 |        12654871 |        12654873 |             TAA  |               6  |  +
            LG2 |         5507936 |         5507938 |         5507939 |         5507941 |             TGA  |               3  |  +
             UN |        41477654 |        41477656 |        41477650 |        41477652 |             TGA  |               2  |  -
           LG15 |        13787565 |        13787567 |        13787447 |        13787449 |             TGA  |             116  |  -
            LG7 |         1551692 |         1551694 |         1551688 |         1551690 |             TGA  |               2  |  -
            LG4 |         3802053 |         3802055 |         3802056 |         3802058 |             TGA  |               3  |  +
             UN |        50485670 |        50485672 |        50485673 |        50485675 |             TGA  |               3  |  +
            LG2 |        21700996 |        21700998 |        21700992 |        21700994 |             TGA  |               2  |  -
            LG8 |         9387388 |         9387390 |         9387384 |         9387386 |             TGA  |               2  |  -
           LG12 |        17505280 |        17505282 |        17505283 |        17505285 |             TGA  |               3  |  +
           LG1B |         5847237 |         5847239 |         5847233 |         5847235 |             TGA  |               2  |  -
             UN |        83908785 |        83908787 |        83908977 |        83908979 |             TGA  |             192  |  +
        LG18-21 |         2555306 |         2555308 |         2555302 |         2555304 |             TAA  |               2  |  -
           LG20 |         5940068 |         5940070 |         5940110 |         5940112 |             TAG  |              42  |  +
           LG11 |         3713204 |         3713206 |         3713207 |         3713209 |             TGA  |               3  |  +
           LG14 |          179450 |          179452 |          179483 |          179485 |             TAG  |              33  |  +
        LG18-21 |         7408587 |         7408589 |         7408590 |         7408592 |             TAG  |               3  |  +
            LG6 |        25124801 |        25124803 |        25124797 |        25124799 |             TAA  |               2  |  -
            LG7 |        14052510 |        14052512 |        14052506 |        14052508 |             TAA  |               2  |  -
             UN |        22687918 |        22687920 |        22687914 |        22687916 |             TAA  |               2  |  -
            LG7 |        12716354 |        12716356 |        12716357 |        12716359 |             TAA  |               3  |  +
           LG1A |        17093393 |        17093395 |        17093396 |        17093398 |             TAA  |               3  |  +
             UN |        65746665 |        65746667 |        65747127 |        65747129 |             TGA  |             462  |  +
             UN |        38367258 |        38367260 |        38367254 |        38367256 |             TAA  |               2  |  -
             UN |         9659348 |         9659350 |         9659351 |         9659353 |             TAA  |               3  |  +
           LG12 |        19969195 |        19969197 |        19969191 |        19969193 |             TAA  |               2  |  -
        LG18-21 |         8760818 |         8760820 |         8760814 |         8760816 |             TGA  |               2  |  -
             UN |        30449540 |        30449542 |        30449543 |        30449545 |             TAA  |               3  |  +
             UN |        59782896 |        59782898 |        59782905 |        59782907 |             TAA  |               9  |  +
           LG20 |        25626391 |        25626393 |        25626394 |        25626396 |             TGA  |               3  |  +
           LG15 |        18891629 |        18891631 |        18891625 |        18891627 |             TGA  |               2  |  -
             UN |        73762750 |        73762752 |        73762746 |        73762748 |             TAG  |               2  |  -
            LG7 |        10386071 |        10386073 |        10386067 |        10386069 |             TAA  |               2  |  -
           LG14 |         9654085 |         9654087 |         9654081 |         9654083 |             TGA  |               2  |  -
           LG10 |         5095203 |         5095205 |         5095157 |         5095159 |             TGA  |              44  |  -
             UN |        58390282 |        58390284 |        58390510 |        58390512 |             TGA  |             228  |  +
             UN |        15958730 |        15958732 |        15958856 |        15958858 |             TGA  |             126  |  +
           LG16 |         3445751 |         3445753 |         3445754 |         3445756 |             TAA  |               3  |  +
             UN |        90413045 |        90413047 |        90413041 |        90413043 |             TGA  |               2  |  -
            LG7 |         9361447 |         9361449 |         9361450 |         9361452 |             TGA  |               3  |  +
             UN |        57707709 |        57707711 |        57707705 |        57707707 |             TAA  |               2  |  -
           LG20 |        20662648 |        20662650 |        20662644 |        20662646 |             TGA  |               2  |  -
            LGx |         4953351 |         4953353 |         4953489 |         4953491 |             TAG  |             138  |  +
            LG8 |         9905281 |         9905283 |         9905277 |         9905279 |             TGA  |               2  |  -
            LG8 |         6984856 |         6984858 |         6984859 |         6984861 |             TGA  |               3  |  +
           LG1A |        23607339 |        23607341 |        23607335 |        23607337 |             TAA  |               2  |  -
           LG13 |         9940319 |         9940321 |         9940322 |         9940324 |             TGA  |               3  |  +
           LG1A |         5340067 |         5340069 |         5340070 |         5340072 |             TGA  |               3  |  +
            LG2 |        14655605 |        14655607 |        14655601 |        14655603 |             TGA  |               2  |  -
             UN |        44859979 |        44859981 |        44859982 |        44859984 |             TAA  |               3  |  +
           LG10 |         7583496 |         7583498 |         7583492 |         7583494 |             TAG  |               2  |  -
           LG16 |        12731658 |        12731660 |        12731661 |        12731663 |             TGA  |               3  |  +
           LG14 |         3475764 |         3475766 |         3475760 |         3475762 |             TGA  |               2  |  -
             UN |         7150260 |         7150262 |         7150157 |         7150159 |             TAA  |             101  |  -
            LG5 |        28114755 |        28114757 |        28114751 |        28114753 |             TAA  |               2  |  -
            LG6 |         4639326 |         4639328 |         4639322 |         4639324 |             TAG  |               2  |  -
           LG11 |         2292766 |         2292768 |         2292762 |         2292764 |             TAG  |               2  |  -
            LG8 |         8220530 |         8220532 |         8220526 |         8220528 |             TAA  |               2  |  -
            LG7 |        20608671 |        20608673 |        20608667 |        20608669 |             TAG  |               2  |  -
           LG20 |        16311304 |        16311306 |        16311219 |        16311221 |             TAA  |              83  |  -
             UN |        84863062 |        84863064 |        84863065 |        84863067 |             TGA  |               3  |  +
            LG2 |          189483 |          189485 |          189486 |          189488 |             TGA  |               3  |  +
           LG15 |        16723774 |        16723776 |        16723770 |        16723772 |             TAA  |               2  |  -
             UN |        95100169 |        95100171 |        95100165 |        95100167 |             TGA  |               2  |  -
             UN |        24959407 |        24959409 |        24959458 |        24959460 |             TAA  |              51  |  +
             UN |        89661776 |        89661778 |        89661779 |        89661781 |             TGA  |               3  |  +
            LG8 |         1066223 |         1066225 |         1066219 |         1066221 |             TGA  |               2  |  -
            LG5 |        23292271 |        23292273 |        23292267 |        23292269 |             TGA  |               2  |  -
            LG2 |        20280056 |        20280058 |        20280059 |        20280061 |             TGA  |               3  |  +
           LG19 |        10981100 |        10981102 |        10981103 |        10981105 |             TGA  |               3  |  +
           LG20 |         1410153 |         1410155 |         1410149 |         1410151 |             TAA  |               2  |  -
             UN |        38829778 |        38829780 |        38829781 |        38829783 |             TAG  |               3  |  +
           LG11 |        13505312 |        13505314 |        13505315 |        13505317 |             TGA  |               3  |  +
             UN |        76947021 |        76947023 |        76947024 |        76947026 |             TGA  |               3  |  +
             UN |        73895433 |        73895435 |        73895183 |        73895185 |             TAA  |             248  |  -
            LG2 |         2055665 |         2055667 |         2055728 |         2055730 |             TGA  |              63  |  +
             UN |        94369718 |        94369720 |        94369714 |        94369716 |             TAA  |               2  |  -
           LG15 |         8201430 |         8201432 |         8201426 |         8201428 |             TAA  |               2  |  -
             UN |        90305836 |        90305838 |        90305832 |        90305834 |             TAG  |               2  |  -
            LG6 |        25542656 |        25542658 |        25542659 |        25542661 |             TGA  |               3  |  +
            LG2 |         8958149 |         8958151 |         8958145 |         8958147 |             TGA  |               2  |  -
             UN |        61892510 |        61892512 |        61892513 |        61892515 |             TAA  |               3  |  +
           LG12 |        22520350 |        22520352 |        22520353 |        22520355 |             TGA  |               3  |  +
             UN |        57078941 |        57078943 |        57078944 |        57078946 |             TAG  |               3  |  +
            LG7 |        16272447 |        16272449 |        16272450 |        16272452 |             TAA  |               3  |  +
             UN |        92743505 |        92743507 |        92743508 |        92743510 |             TGA  |               3  |  +
           LG1A |        13872746 |        13872748 |        13872742 |        13872744 |             TGA  |               2  |  -
            LG3 |           33193 |           33195 |           33196 |           33198 |             TGA  |               3  |  +
            LG8 |        18770075 |        18770077 |        18770071 |        18770073 |             TGA  |               2  |  -
             UN |        68360791 |        68360793 |        68360794 |        68360796 |             TAA  |               3  |  +
             UN |        85902542 |        85902544 |        85902538 |        85902540 |             TAA  |               2  |  -
            LG6 |         1013145 |         1013147 |         1013141 |         1013143 |             TAA  |               2  |  -
             UN |         4668335 |         4668337 |         4668338 |         4668340 |             TAA  |               3  |  +
            LG8 |        12804598 |        12804600 |        12804594 |        12804596 |             TAG  |               2  |  -
           LG16 |         8061284 |         8061286 |         8061287 |         8061289 |             TAA  |               3  |  +
            LG5 |        25760478 |        25760480 |        25760748 |        25760750 |             TAA  |             270  |  +
             UN |         9091160 |         9091162 |         9091156 |         9091158 |             TGA  |               2  |  -
           LG10 |        22095833 |        22095835 |        22095836 |        22095838 |             TGA  |               3  |  +
            LG9 |         4120516 |         4120518 |         4120519 |         4120521 |             TGA  |               3  |  +
           LG1A |        20833595 |        20833597 |        20833598 |        20833600 |             TAA  |               3  |  +
             UN |        62863353 |        62863355 |        62863349 |        62863351 |             TGA  |               2  |  -
           LG14 |        15255182 |        15255184 |        15255178 |        15255180 |             TAA  |               2  |  -
           LG12 |         8807694 |         8807696 |         8807690 |         8807692 |             TAG  |               2  |  -
        LG18-21 |         6973609 |         6973611 |         6973605 |         6973607 |             TGA  |               2  |  -
            LG7 |        15554044 |        15554046 |        15554040 |        15554042 |             TAA  |               2  |  -
             UN |        10951503 |        10951505 |        10951499 |        10951501 |             TGA  |               2  |  -
            LG4 |        27541292 |        27541294 |        27541295 |        27541297 |             TGA  |               3  |  +
            LGx |        17778902 |        17778904 |        17778905 |        17778907 |             TAG  |               3  |  +
             UN |        58726932 |        58726934 |        58726935 |        58726937 |             TGA  |               3  |  +
            LG2 |        13746957 |        13746959 |        13746960 |        13746962 |             TAA  |               3  |  +
           LG14 |         5332163 |         5332165 |         5332159 |         5332161 |             TGA  |               2  |  -
           LG15 |        18981197 |        18981199 |        18981299 |        18981301 |             TAG  |             102  |  +
           LG17 |          431806 |          431808 |          431809 |          431811 |             TGA  |               3  |  +
             UN |        31518838 |        31518840 |        31518847 |        31518849 |             TGA  |               9  |  +
             UN |        95822020 |        95822022 |        95822023 |        95822025 |             TGA  |               3  |  +
            LG6 |        13673558 |        13673560 |        13673561 |        13673563 |             TGA  |               3  |  +
           LG16 |        10850629 |        10850631 |        10850632 |        10850634 |             TAA  |               3  |  +
             UN |        56280628 |        56280630 |        56280667 |        56280669 |             TAG  |              39  |  +
           LG10 |        11852098 |        11852100 |        11852094 |        11852096 |             TAA  |               2  |  -
           LG14 |        27753928 |        27753930 |        27753931 |        27753933 |             TGA  |               3  |  +
            LG2 |        11064308 |        11064310 |        11064304 |        11064306 |             TAG  |               2  |  -
             UN |        10337031 |        10337033 |        10337027 |        10337029 |             TGA  |               2  |  -
            LG9 |        20987090 |        20987092 |        20987093 |        20987095 |             TAG  |               3  |  +
           LG10 |        13062159 |        13062161 |        13062113 |        13062115 |             TAA  |              44  |  -
           LG16 |         5020880 |         5020882 |         5020883 |         5020885 |             TAA  |               3  |  +
             UN |        29322625 |        29322627 |        29322609 |        29322611 |             TAA  |              14  |  -
            LG5 |        15240182 |        15240184 |        15240185 |        15240187 |             TAA  |               3  |  +
            LG5 |         7344589 |         7344591 |         7344585 |         7344587 |             TGA  |               2  |  -
           LG19 |         8398667 |         8398669 |         8398663 |         8398665 |             TGA  |               2  |  -
           LG10 |        14980559 |        14980561 |        14980562 |        14980564 |             TGA  |               3  |  +
           LG14 |        14345411 |        14345413 |        14345414 |        14345416 |             TGA  |               3  |  +
           LG1A |        12384192 |        12384194 |        12384261 |        12384263 |             TAA  |              69  |  +
             UN |        30360290 |        30360292 |        30360040 |        30360042 |             TAA  |             248  |  -
           LG20 |        23919204 |        23919206 |        23919207 |        23919209 |             TAA  |               3  |  +
        LG22-25 |         9307136 |         9307138 |         9307139 |         9307141 |             TAA  |               3  |  +
             UN |        60830397 |        60830399 |        60830393 |        60830395 |             TAA  |               2  |  -
             UN |        65233895 |        65233897 |        65233765 |        65233767 |             TAA  |             128  |  -
             UN |        44514592 |        44514594 |        44514754 |        44514756 |             TGA  |             162  |  +
        LG22-25 |        15449272 |        15449274 |        15449268 |        15449270 |             TAA  |               2  |  -
           LG1B |         7088343 |         7088345 |         7088346 |         7088348 |             TGA  |               3  |  +
           LG1B |        14395810 |        14395812 |        14395813 |        14395815 |             TAG  |               3  |  +
           LG20 |        12350156 |        12350158 |        12350152 |        12350154 |             TAG  |               2  |  -
            LGx |         3458265 |         3458267 |         3458268 |         3458270 |             TAA  |               3  |  +
             UN |        25824302 |        25824304 |        25824298 |        25824300 |             TAA  |               2  |  -
            LG4 |        13654679 |        13654681 |        13654682 |        13654684 |             TGA  |               3  |  +
             UN |        38255273 |        38255275 |        38255276 |        38255278 |             TAA  |               3  |  +
            LG2 |        12846568 |        12846570 |        12846564 |        12846566 |             TGA  |               2  |  -
        LG22-25 |         5547505 |         5547507 |         5547501 |         5547503 |             TAA  |               2  |  -
           LG14 |         1514749 |         1514751 |         1514745 |         1514747 |             TAA  |               2  |  -
           LG12 |         4975110 |         4975112 |         4975106 |         4975108 |             TGA  |               2  |  -
           LG10 |        20742810 |        20742812 |        20742806 |        20742808 |             TAA  |               2  |  -
            LG3 |         2041586 |         2041588 |         2041589 |         2041591 |             TAG  |               3  |  +
             UN |        14600536 |        14600538 |        14600508 |        14600510 |             TAA  |              26  |  -
             UN |        87526689 |        87526691 |        87526685 |        87526687 |             TGA  |               2  |  -
             UN |        10148499 |        10148501 |        10148541 |        10148543 |             TGA  |              42  |  +
            LG4 |        16879326 |        16879328 |        16879329 |        16879331 |             TAA  |               3  |  +
             UN |        24069981 |        24069983 |        24069926 |        24069928 |             TAA  |              53  |  -
            LG6 |          784714 |          784716 |          784717 |          784719 |             TGA  |               3  |  +
            LG5 |        20858132 |        20858134 |        20858128 |        20858130 |             TAA  |               2  |  -
            LG6 |         2890426 |         2890428 |         2890429 |         2890431 |             TAA  |               3  |  +
             UN |        84702969 |        84702971 |        84702965 |        84702967 |             TAA  |               2  |  -
           LG13 |         7022903 |         7022905 |         7022899 |         7022901 |             TGA  |               2  |  -
             UN |        65800996 |        65800998 |        65800999 |        65801001 |             TAA  |               3  |  +
            LG8 |         1886100 |         1886102 |         1886103 |         1886105 |             TGA  |               3  |  +
            LG6 |         6127632 |         6127634 |         6127635 |         6127637 |             TAA  |               3  |  +
           LG13 |        15710489 |        15710491 |        15710362 |        15710364 |             TAA  |             125  |  -
             UN |        22599836 |        22599838 |        22599832 |        22599834 |             TGA  |               2  |  -
            LG2 |          267108 |          267110 |          267111 |          267113 |             TAA  |               3  |  +
        LG22-25 |         3199956 |         3199958 |         3199853 |         3199855 |             TGA  |             101  |  -
           LG12 |        12072680 |        12072682 |        12072683 |        12072685 |             TGA  |               3  |  +
        LG22-25 |        11048159 |        11048161 |        11048155 |        11048157 |             TAA  |               2  |  -
           LG17 |        19715296 |        19715298 |        19715292 |        19715294 |             TGA  |               2  |  -
             UN |        10904280 |        10904282 |        10905105 |        10905107 |             TAA  |             825  |  +
             UN |        46547560 |        46547562 |        46547556 |        46547558 |             TAA  |               2  |  -
           LG11 |        10228649 |        10228651 |        10228652 |        10228654 |             TAG  |               3  |  +
           LG10 |        14424629 |        14424631 |        14424625 |        14424627 |             TAA  |               2  |  -
             UN |        37089564 |        37089566 |        37089606 |        37089608 |             TGA  |              42  |  +
           LG10 |        12724230 |        12724232 |        12724233 |        12724235 |             TGA  |               3  |  +
           LG1B |        16999779 |        16999781 |        16999782 |        16999784 |             TAG  |               3  |  +
           LG13 |        16013245 |        16013247 |        16013248 |        16013250 |             TAA  |               3  |  +
           LG17 |         5904636 |         5904638 |         5904639 |         5904641 |             TGA  |               3  |  +
            LG9 |         5344524 |         5344526 |         5344520 |         5344522 |             TGA  |               2  |  -
             UN |        67405479 |        67405481 |        67405475 |        67405477 |             TAA  |               2  |  -
            LG7 |        17913820 |        17913822 |        17913823 |        17913825 |             TGA  |               3  |  +
             UN |        44532361 |        44532363 |        44532357 |        44532359 |             TAA  |               2  |  -
           LG10 |        15525822 |        15525824 |        15525825 |        15525827 |             TGA  |               3  |  +
             UN |        90624452 |        90624454 |        90624467 |        90624469 |             TGA  |              15  |  +
            LG8 |        18283189 |        18283191 |        18282642 |        18282644 |             TAG  |             545  |  -
             UN |        83434369 |        83434371 |        83434372 |        83434374 |             TAA  |               3  |  +
            LGx |         8060681 |         8060683 |         8060677 |         8060679 |             TAG  |               2  |  -
           LG15 |        25545266 |        25545268 |        25545262 |        25545264 |             TGA  |               2  |  -
           LG10 |        18251305 |        18251307 |        18251308 |        18251310 |             TAG  |               3  |  +
            LG6 |         9629423 |         9629425 |         9629419 |         9629421 |             TAA  |               2  |  -
           LG17 |        14753515 |        14753517 |        14753518 |        14753520 |             TGA  |               3  |  +
             UN |        62002144 |        62002146 |        62002008 |        62002010 |             TGA  |             134  |  -
           LG13 |        19996149 |        19996151 |        19996152 |        19996154 |             TGA  |               3  |  +
           LG20 |        11068813 |        11068815 |        11068816 |        11068818 |             TGA  |               3  |  +
             UN |        71603730 |        71603732 |        71603726 |        71603728 |             TAG  |               2  |  -
             UN |        31506991 |        31506993 |        31506843 |        31506845 |             TGA  |             146  |  -
           LG20 |        16109846 |        16109848 |        16109842 |        16109844 |             TGA  |               2  |  -
             UN |        39145524 |        39145526 |        39145536 |        39145538 |             TGA  |              12  |  +
           LG1B |        15388322 |        15388324 |        15388288 |        15388290 |             TAA  |              32  |  -
           LG13 |         9165503 |         9165505 |         9165506 |         9165508 |             TAA  |               3  |  +
           LG20 |        14191452 |        14191454 |        14191455 |        14191457 |             TGA  |               3  |  +
           LG19 |         4464005 |         4464007 |         4464008 |         4464010 |             TAG  |               3  |  +
             UN |        41461018 |        41461020 |        41461014 |        41461016 |             TGA  |               2  |  -
            LG6 |          335853 |          335855 |          335904 |          335906 |             TAG  |              51  |  +
            LG5 |        30419359 |        30419361 |        30419328 |        30419330 |             TAA  |              29  |  -
            LG3 |         5029791 |         5029793 |         5029787 |         5029789 |             TGA  |               2  |  -
            LG9 |        15016779 |        15016781 |        15017679 |        15017681 |             TAG  |             900  |  +
        LG22-25 |         5875478 |         5875480 |         5875568 |         5875570 |             TGA  |              90  |  +
           LG15 |         7671795 |         7671797 |         7671791 |         7671793 |             TAA  |               2  |  -
             UN |        36529382 |        36529384 |        36529613 |        36529615 |             TGA  |             231  |  +
             UN |        37104738 |        37104740 |        37104789 |        37104791 |             TAA  |              51  |  +
           LG14 |        19451721 |        19451723 |        19451724 |        19451726 |             TGA  |               3  |  +
            LG6 |        11694626 |        11694628 |        11694629 |        11694631 |             TGA  |               3  |  +
             UN |        74512186 |        74512188 |        74511906 |        74511908 |             TGA  |             278  |  -
             UN |        57502658 |        57502660 |        57502916 |        57502918 |             TAG  |             258  |  +
           LG17 |        18362082 |        18362084 |        18362078 |        18362080 |             TAG  |               2  |  -
           LG16 |        18931205 |        18931207 |        18931201 |        18931203 |             TGA  |               2  |  -
           LG19 |          710862 |          710864 |          710858 |          710860 |             TGA  |               2  |  -
            LG5 |        11847575 |        11847577 |        11847578 |        11847580 |             TAG  |               3  |  +
            LG7 |        17692824 |        17692826 |        17692827 |        17692829 |             TGA  |               3  |  +
        LG18-21 |         4779185 |         4779187 |         4779181 |         4779183 |             TAA  |               2  |  -
           LG17 |         5252324 |         5252326 |         5252320 |         5252322 |             TAG  |               2  |  -
        LG18-21 |        12192857 |        12192859 |        12192860 |        12192862 |             TAA  |               3  |  +
            LG8 |         5879227 |         5879229 |         5879223 |         5879225 |             TAG  |               2  |  -
           LG14 |         6534804 |         6534806 |         6534807 |         6534809 |             TAA  |               3  |  +
            LG3 |         3125421 |         3125423 |         3125424 |         3125426 |             TGA  |               3  |  +
            LG2 |        10275804 |        10275806 |        10275800 |        10275802 |             TAA  |               2  |  -
             UN |        87122673 |        87122675 |        87122676 |        87122678 |             TAG  |               3  |  +
             UN |        71865846 |        71865848 |        71865842 |        71865844 |             TAA  |               2  |  -
             UN |        81027248 |        81027250 |        81027244 |        81027246 |             TGA  |               2  |  -
           LG19 |        11285504 |        11285506 |        11285500 |        11285502 |             TGA  |               2  |  -
           LG1B |        15356459 |        15356461 |        15356462 |        15356464 |             TGA  |               3  |  +
             UN |        12234204 |        12234206 |        12234200 |        12234202 |             TAA  |               2  |  -
           LG15 |        23514673 |        23514675 |        23514676 |        23514678 |             TGA  |               3  |  +
            LGx |        17555707 |        17555709 |        17555703 |        17555705 |             TGA  |               2  |  -
           LG14 |        11454376 |        11454378 |        11454379 |        11454381 |             TGA  |               3  |  +
             UN |        79488187 |        79488189 |        79488183 |        79488185 |             TGA  |               2  |  -
             UN |        74330719 |        74330721 |        74330715 |        74330717 |             TAG  |               2  |  -
           LG1A |         9330549 |         9330551 |         9330545 |         9330547 |             TAG  |               2  |  -
             UN |        89134094 |        89134096 |        89134133 |        89134135 |             TAA  |              39  |  +
             UN |        86807583 |        86807585 |        86807586 |        86807588 |             TAA  |               3  |  +
           LG10 |        10780781 |        10780783 |        10780777 |        10780779 |             TAA  |               2  |  -
             UN |        25623832 |        25623834 |        25623916 |        25623918 |             TGA  |              84  |  +
           LG14 |        12118290 |        12118292 |        12118286 |        12118288 |             TGA  |               2  |  -
           LG1A |        17148370 |        17148372 |        17148366 |        17148368 |             TGA  |               2  |  -
             UN |        67323755 |        67323757 |        67323758 |        67323760 |             TAA  |               3  |  +
             UN |        11604954 |        11604956 |        11604950 |        11604952 |             TAA  |               2  |  -
           LG1A |        14054985 |        14054987 |        14054988 |        14054990 |             TGA  |               3  |  +
            LG9 |         6696305 |         6696307 |         6696301 |         6696303 |             TAA  |               2  |  -
             UN |        78783351 |        78783353 |        78783354 |        78783356 |             TAG  |               3  |  +
        LG22-25 |         5865060 |         5865062 |         5865219 |         5865221 |             TGA  |             159  |  +
            LG2 |        20718722 |        20718724 |        20718725 |        20718727 |             TAG  |               3  |  +
            LG9 |          654998 |          655000 |          654994 |          654996 |             TAG  |               2  |  -
           LG20 |         8525254 |         8525256 |         8525250 |         8525252 |             TAG  |               2  |  -
             UN |        76555632 |        76555634 |        76555635 |        76555637 |             TGA  |               3  |  +
           LG14 |        12522631 |        12522633 |        12522634 |        12522636 |             TAA  |               3  |  +
             UN |         1825506 |         1825508 |         1825406 |         1825408 |             TAA  |              98  |  -
             UN |        95112576 |        95112578 |        95112594 |        95112596 |             TGA  |              18  |  +
           LG15 |        13697240 |        13697242 |        13697236 |        13697238 |             TAG  |               2  |  -
             UN |        37616880 |        37616882 |        37616883 |        37616885 |             TGA  |               3  |  +
             UN |        16434462 |        16434464 |        16434458 |        16434460 |             TGA  |               2  |  -
            LG2 |        19001155 |        19001157 |        19001082 |        19001084 |             TAG  |              71  |  -
           LG17 |        19728250 |        19728252 |        19728246 |        19728248 |             TAG  |               2  |  -
           LG1A |         6133192 |         6133194 |         6133104 |         6133106 |             TGA  |              86  |  -
           LG12 |        20931479 |        20931481 |        20931475 |        20931477 |             TAA  |               2  |  -
             UN |        71837907 |        71837909 |        71837910 |        71837912 |             TAA  |               3  |  +
             UN |        39290084 |        39290086 |        39290080 |        39290082 |             TGA  |               2  |  -
            LG8 |        12258836 |        12258838 |        12258872 |        12258874 |             TGA  |              36  |  +
             UN |        45303588 |        45303590 |        45303624 |        45303626 |             TAA  |              36  |  +
             UN |        87843239 |        87843241 |        87843235 |        87843237 |             TAA  |               2  |  -
        LG18-21 |         4929160 |         4929162 |         4929156 |         4929158 |             TGA  |               2  |  -
             UN |        78274721 |        78274723 |        78274021 |        78274023 |             TAA  |             698  |  -
